,name,alcohol_impaired_driving_deaths,high_school_graduation,unemployment,median_household_income,children_in_single_parent_households,social_associations,drug_overdose_deaths,disconnected_youth,homicides,suicides,population,population_density,below_18_years_of_age,X65_and_older,non_hispanic_black,american_indian_or_alaska_native,hispanic,female,excessive_drinking,adult_smoking
125,Cleveland County,0.083333333,,0.038797284,55533,0.28488746,6.654245409,,,,,7467,12.4884922,0.217624213,0.217624213,0.10794161,0.00669613,0.029998661,0.506763091,0.133812723,0.226
126,Columbia County,0.47826087,0.925,0.043591486,47278,0.356492269,12.79110798,,,11.54040051,12.71145584,22216,29.00015543,0.211424199,0.176494418,0.348622614,0.00639179,0.032229024,0.514404033,0.139370225,0.23
127,Conway County,0.333333333,0.926377119,0.037450957,52405,0.276282051,11.97719542,,,,19.29349989,21046,38.13254505,0.223320346,0.200893281,0.111565143,0.009455479,0.047609997,0.501663024,0.13538881,0.227
128,Craighead County,0.25,0.902660882,0.027558919,60580,0.320697388,8.822114099,10.45415852,0.077834675,7.624987347,15.54125413,113017,159.8176522,0.248927153,0.142562623,0.176663688,0.005477052,0.057708132,0.512232673,0.143698432,0.197
129,Crawford County,0.375,0.934496815,0.032144078,54741,0.295181137,6.128059889,17.10827399,0.106840621,2.971999195,24.50437345,61075,102.6007371,0.239607041,0.17997544,0.015980352,0.027327057,0.091608678,0.506524765,0.136286019,0.218
130,Crittenden County,0.283333333,0.901185087,0.040482886,49644,0.456843403,10.31036297,18.86845195,0.165252674,25.41476302,13.85219011,47061,76.78854703,0.269118803,0.152121714,0.550647033,0.004568539,0.031894775,0.527464355,0.140589405,0.241
131,Cross County,0.130434783,0.930090498,0.036830037,48299,0.36516576,15.58659553,26.40022745,,,23.31921626,16601,26.93578882,0.234805132,0.189145232,0.228962111,0.004638275,0.022769713,0.51063189,0.131391954,0.24
132,Dallas County,0.333333333,,0.040189989,44476,0.406109614,19.02346227,,,,,6191,9.277368246,0.198513972,0.257470522,0.400096915,0.009206913,0.045873042,0.50605718,0.121048015,0.223
133,Desha County,0.333333333,0.84787234,0.052726907,41251,0.506142506,17.13255185,,,16.11343861,20.96015591,10771,14.53131617,0.248073531,0.201838269,0.465880605,0.00492062,0.073530777,0.529291616,0.107819318,0.268
134,Drew County,0.380952381,0.853205128,0.044056414,48635,0.293919793,10.52016365,,,14.88911527,25.06268361,16911,20.40747464,0.220684761,0.180355981,0.273372361,0.006208976,0.041866241,0.508485601,0.136695022,0.222
135,Faulkner County,0.2625,0.88358965,0.029339582,63429,0.195483642,9.19220501,14.54903289,0.065864471,5.170803118,17.31584478,127665,197.2442768,0.222551208,0.141119336,0.12431755,0.006947871,0.047326989,0.5145028,0.162965899,0.187
136,Franklin County,0.15625,0.886304348,0.033422819,48248,0.15711693,13.3931171,,0.265542677,,26.86437321,17271,28.36133142,0.222511725,0.202072839,0.007874472,0.018354467,0.040240866,0.500839558,0.137208259,0.257
137,Fulton County,0.125,0.941025641,0.033884792,42588,0.182101167,7.410456978,,,,27.22708461,12382,20.03579021,0.212889679,0.257955096,0.008480052,0.010660636,0.025197868,0.502503634,0.12612173,0.264
138,Garland County,0.204301075,0.863940569,0.038086677,53239,0.367185117,11.26283265,29.38181333,0.10428386,11.12763396,28.90274953,100089,147.7078614,0.194776649,0.251496168,0.085324062,0.007773082,0.066430877,0.515431266,0.14048891,0.204
139,Grant County,0.096774194,0.891290323,0.030940009,63512,0.289554532,10.50304035,,,,19.95724862,18160,28.73928274,0.217400881,0.187444934,0.031167401,0.005837004,0.034030837,0.499229075,0.149201378,0.204
140,Greene County,0.230769231,0.910172414,0.032575758,54475,0.294213529,9.499751711,12.38714943,,5.372758849,26.39940619,46448,80.45169684,0.237362212,0.166853255,0.023122632,0.005446951,0.033650534,0.505037892,0.14857204,0.229
141,Hempstead County,0.275862069,0.866286307,0.032706285,46423,0.387730792,10.15537727,,,7.99259353,9.092939939,19453,26.75055083,0.249164653,0.19421169,0.295892664,0.008739012,0.141571994,0.508764715,0.124857545,0.228
142,Hot Spring County,0.28,0.901790634,0.035118144,50654,0.268063473,11.16206106,18.86680039,,10.22229226,34.30832737,33203,53.99354561,0.190856248,0.197512273,0.108815469,0.007017438,0.0390025,0.472005542,0.143373301,0.228
143,Howard County,0.52631579,0.966328829,0.033339507,46449,0.370269452,12.60040951,,,11.89124912,16.67527334,12557,21.37974304,0.255236123,0.188022617,0.19933105,0.016325556,0.138408856,0.512940989,0.131388247,0.225
144,Independence County,0.344262295,0.898284424,0.033576466,57611,0.237306966,12.45924237,10.59088302,,3.806522095,20.9329122,37945,49.68499147,0.240848597,0.185294505,0.023534063,0.009355646,0.075872974,0.50512584,0.143495059,0.217
145,Izard County,0.583333333,0.952022059,0.051754776,43920,0.194690266,10.06397815,,,,32.64169133,14048,24.21229777,0.178601936,0.254057517,0.025484055,0.008826879,0.029328018,0.471383827,0.137442211,0.24
146,Jackson County,0.190476191,0.84137931,0.049519318,43579,0.302539003,11.30212361,,,8.426658577,15.28405497,16624,26.23692558,0.198929259,0.182386911,0.176672281,0.008000481,0.034588547,0.498375842,0.135422254,0.254
147,Jefferson County,0.194444444,0.812723097,0.052077649,45894,0.472617057,13.05780356,17.67123426,0.130275677,34.39077992,13.454164,64246,73.64741801,0.213585282,0.189630483,0.56901597,0.004622856,0.026803225,0.501821125,0.120172338,0.226
148,Johnson County,0.16,0.8875,0.041283041,46660,0.280443958,7.738440704,17.7358873,,5.960541217,23.7698355,26001,39.33646134,0.243336795,0.177531633,0.017268567,0.01307642,0.147878928,0.500826891,0.135156562,0.243
149,Lafayette County,0.5,,0.047865459,42437,0.293617021,6.490345611,,,,,6101,11.52278993,0.185215538,0.253073267,0.343222423,0.008195378,0.041304704,0.513686281,0.112103341,0.27
150,Lawrence County,0.227272727,0.901533019,0.0356673,47312,0.303488053,7.979376381,20.36328093,,,25.38629969,16205,27.58166739,0.221351435,0.191977785,0.011848195,0.00666461,0.017772293,0.50422709,0.14203408,0.239
151,Lee County,0.363636364,0.775,0.045950156,35213,0.505911637,8.121591832,,,20.59895421,33.56858513,8364,13.94448156,0.180535629,0.201578192,0.528335725,0.007532281,0.035031086,0.43651363,0.122331993,0.284
152,Lincoln County,0.272727273,0.925,0.044743935,48311,0.239937271,3.835238168,,,10.68844259,20.10343471,12916,23.08632152,0.156240322,0.151362651,0.300402601,0.006271291,0.047770208,0.359941158,0.154010404,0.242
153,Little River County,0.444444444,0.933181818,0.038616715,48883,0.384673178,13.39584729,,,,24.1104658,11821,22.25110178,0.218255647,0.215210219,0.191608155,0.017595804,0.042889772,0.514677269,0.13887167,0.209
154,Logan County,0.5,0.946072797,0.038178972,48510,0.240707162,13.66957342,15.60281475,,,32.19403021,21253,29.97111856,0.207688326,0.205335717,0.01359808,0.012327671,0.03472451,0.504493483,0.147546748,0.229
155,Lonoke County,0.226415094,0.88168906,0.028324728,66160,0.255057026,7.628275474,22.52739331,0.084556962,4.879191225,20.72219884,75225,97.51121386,0.244945165,0.148687272,0.06406115,0.008188767,0.052229977,0.504114324,0.160435336,0.196
156,Madison County,0.272727273,0.875,0.024862233,51233,0.251980578,3.537735849,,,10.44941179,27.38543823,17486,20.96045623,0.235216745,0.196728812,0.006290747,0.01847192,0.069998856,0.497312135,0.141914137,0.237
157,Marion County,0.222222222,0.894244604,0.037272006,49313,0.238431877,8.245965367,,,,26.23469076,17254,28.92062655,0.186275646,0.29158456,0.006665121,0.01170743,0.027761679,0.501275067,0.13049215,0.237
158,Miller County,0.285714286,0.829232506,0.039010872,48652,0.413751869,11.72360431,20.91677448,0.178687196,9.199813375,19.60816976,42552,68.18789247,0.236205114,0.172565332,0.254324121,0.008977251,0.04105565,0.501339538,0.139966678,0.23
159,Mississippi County,0.457142857,0.860619919,0.052454812,45168,0.41023442,11.85043242,20.7679144,,29.27511374,14.67946176,38896,43.11750954,0.258201358,0.158602427,0.356103455,0.005861785,0.051496298,0.50925545,0.134002381,0.251
160,Monroe County,0.222222222,,0.044209703,33090,0.430716724,8.978003891,,,,,6564,10.80563394,0.227757465,0.241316271,0.396404631,0.008531383,0.029555149,0.524070689,0.114701406,0.259
161,Montgomery County,0.277777778,,0.047818499,46069,0.196592398,4.645221229,,,,,8556,10.96286477,0.180458158,0.274076671,0.005025713,0.016245909,0.04943899,0.500935016,0.124302866,0.244
162,Nevada County,0.266666667,0.9328125,0.039209991,44649,0.455716586,8.550140467,,,,,8181,13.24237174,0.222099988,0.216232734,0.294096076,0.004889378,0.047793668,0.508617528,0.123266234,0.241
163,Newton County,0.117647059,0.925892857,0.029962547,47996,0.223011364,6.940588562,,,,,7078,8.620398841,0.186634643,0.272958463,0.004521051,0.014552133,0.026843741,0.487990958,0.135870268,0.216
164,Ouachita County,0.433333333,0.93671875,0.039043082,49275,0.402728351,15.69084551,,,7.282216221,13.21193489,22049,30.09192907,0.223003311,0.215882807,0.394621071,0.004671414,0.028209896,0.516712776,0.123605876,0.241
165,Perry County,0.230769231,0.905652174,0.036415228,56640,0.219445707,9.032517061,,,,21.82402482,10063,18.25203148,0.212461493,0.210672762,0.020868528,0.010533638,0.037463977,0.494683494,0.143668199,0.216
166,Phillips County,0.318181818,0.820559846,0.062756285,36098,0.578764747,11.94517792,,,49.96985945,22.23809099,15304,22.16814455,0.254704652,0.210402509,0.619445897,0.00490068,0.024242028,0.528619969,0.103568831,0.262
167,Pike County,0.166666667,0.962106918,0.037000735,41348,0.155242851,8.94098947,,,,18.08424287,10179,16.95552541,0.221927498,0.211710384,0.035956381,0.013753807,0.070635622,0.499754396,0.143533214,0.223
168,Poinsett County,0.277777778,0.848503521,0.033833834,47372,0.318745441,10.15004413,24.47064243,,6.640026077,26.7179895,22495,29.66522936,0.239653256,0.1835519,0.083663036,0.004889976,0.038141809,0.508646366,0.133847083,0.256
169,Polk County,0.260869565,0.915392562,0.036594663,45289,0.214087118,14.46804113,,0.240170032,,35.39646388,19337,22.56785438,0.219941046,0.234938201,0.006102291,0.023323163,0.067487201,0.506541863,0.136300319,0.242
170,Pope County,0.285714286,0.921441504,0.03867124,57881,0.253290154,13.32518146,14.04823226,0.056262559,6.484808776,20.31013063,64065,78.99975104,0.228923749,0.165987669,0.03165535,0.011113713,0.106469991,0.501287755,0.143583574,0.216
171,Prairie County,0.3125,,0.029610829,51017,0.232826748,13.5218193,,,,,8069,12.46145935,0.205229892,0.242904945,0.10422605,0.004461519,0.022803321,0.492378238,0.136175964,0.214
172,Pulaski County,0.286135693,0.793996117,0.034826579,57057,0.370205232,15.58489874,27.47921726,0.111584281,17.82044684,16.36494689,399145,526.3221329,0.229162335,0.170361648,0.382662942,0.004657455,0.066078743,0.521888036,0.145084627,0.189
173,Randolph County,0.16,0.891532258,0.033940397,45638,0.150215566,5.300821627,,,,20.70252218,18837,28.89497583,0.244996549,0.194192281,0.011042098,0.007697616,0.026437331,0.502203111,0.136086996,0.246
174,St. Francis County,0.166666667,0.932125604,0.048867229,38062,0.488529291,10.55455385,16.57115239,,22.08768244,7.420486609,22451,35.36793684,0.212997194,0.17589417,0.518017015,0.008863748,0.061511737,0.444835419,0.120531458,0.264
175,Saline County,0.266666667,0.911473966,0.027564957,70330,0.196590192,7.585859957,27.98422121,0.088033473,3.771161223,22.56723245,127357,176.0250645,0.227541478,0.187425897,0.09541682,0.006391482,0.058803207,0.50951263,0.149922282,0.174
176,Scott County,0.142857143,0.933510638,0.028132388,42599,0.296118622,11.1993484,,,,23.45810233,9805,10.98168882,0.229576747,0.214584396,0.008567058,0.02763896,0.085160632,0.490464049,0.140612651,0.238
177,Searcy County,0.210526316,,0.044869565,38070,0.136477987,5.076142132,,,,23.13223798,7918,11.89105045,0.20068199,0.255493812,0.004041425,0.014271281,0.033720637,0.488886082,0.12542302,0.262
178,Sebastian County,0.219178082,0.900579663,0.030987851,52679,0.258595705,9.968847352,17.71677649,0.144451146,6.590337894,18.71657009,129059,242.9653517,0.235961847,0.171316995,0.065652144,0.026088843,0.15778055,0.505768679,0.13526819,0.202
179,Sevier County,0.45,0.939257028,0.03880103,49384,0.229522753,9.503896598,,,,17.00146814,15686,27.83333018,0.28228994,0.146372562,0.035828127,0.039206936,0.3485911,0.490947342,0.136325454,0.231
180,Sharp County,0.225806452,0.945,0.041252996,45740,0.233111849,13.61933946,20.95717116,,8.242935804,28.32139609,17810,29.45548432,0.207467715,0.255699046,0.010050533,0.011173498,0.027231892,0.506737788,0.122721201,0.26
181,Stone County,0.2,0.925,0.0416122,41063,0.452914798,11.21704992,,,,42.53700432,12575,20.73575747,0.19554672,0.278409543,0.005168986,0.010815109,0.02139165,0.50361829,0.126704447,0.254
182,Union County,0.235294118,0.907419355,0.047911051,50258,0.296516018,19.82263954,23.4291615,,14.97186385,16.39212081,37752,36.33260931,0.237417885,0.194638695,0.325307269,0.004714982,0.042805679,0.510489511,0.128546297,0.211
183,Van Buren County,0.227272727,0.911042945,0.042785235,47150,0.26383943,14.65528227,,,,24.34761431,16102,22.69261443,0.19103217,0.26549497,0.008446156,0.009750342,0.036268787,0.496273755,0.124187529,0.246
184,Washington County,0.208333333,0.899129188,0.023241417,62100,0.211661479,7.918194652,7.508942468,0.05588004,3.262952259,16.04279873,256054,271.9791424,0.231076257,0.125735197,0.036625087,0.016562913,0.17593945,0.497055309,0.163997597,0.179
185,White County,0.14084507,0.881697802,0.035055996,56866,0.253834485,9.714145091,17.8960241,0.060177706,4.538391159,20.33883344,77755,75.19253831,0.230454633,0.170239856,0.045334705,0.007485049,0.049810302,0.509369172,0.144029402,0.232
186,Woodruff County,0.25,,0.03492516,41225,0.391982183,16.35055592,,,,,6049,10.32300339,0.215903455,0.24566044,0.250123987,0.005951397,0.021821789,0.513969251,0.122467998,0.245
187,Yell County,0.290322581,0.918010753,0.038408261,50275,0.248551325,11.41156041,,,8.053691275,20.56161839,20129,21.63510703,0.236623777,0.182572408,0.017785285,0.013165085,0.214218292,0.49311938,0.132765083,0.236
188,Alameda County,0.259009009,0.865710789,0.03294792,121190,0.189962279,6.751363011,18.10442278,0.045383571,6.518325894,8.631541317,1628997,2208.931755,0.195054994,0.157387644,0.098753405,0.011262759,0.222215265,0.503169128,0.158462439,0.092
189,Alpine County,0.5,,0.053892216,71646,0.266666667,0,,,,,1190,1.611722934,0.161344538,0.255462185,0.005042017,0.23697479,0.131932773,0.446218487,0.178342201,0.131
190,Amador County,0.434782609,0.888833819,0.044181185,74356,0.18140219,7.028769481,25.59994715,,6.947313766,28.86247183,41412,69.64862408,0.153192311,0.279266879,0.026514054,0.021587946,0.159567275,0.454892302,0.175099084,0.133
191,Butte County,0.273170732,0.871603406,0.044575877,63353,0.219372289,8.064941985,38.26695968,0.07975073,3.927719656,19.0860839,207303,126.6754126,0.200281713,0.185269871,0.017187402,0.026868883,0.19101026,0.502062199,0.169404792,0.146
192,Calaveras County,0.352941177,0.924299754,0.036423246,73175,0.182926829,8.870426862,23.83807446,,5.004613628,22.97732217,46563,45.64914487,0.172991431,0.289478771,0.008461654,0.02089642,0.149431952,0.498872495,0.157457109,0.147
193,Colusa County,0.222222222,0.938461539,0.116035613,72963,0.171718912,5.018935073,15.37941005,,,9.155436906,21914,19.04440439,0.263621429,0.160992973,0.01058684,0.028703112,0.61732226,0.488637401,0.16994572,0.144
194,Contra Costa County,0.292682927,0.896405352,0.035209084,119667,0.192270966,5.450257574,19.12166106,0.049784053,5.780636314,9.199566563,1156966,1613.854087,0.216721148,0.173547883,0.085804596,0.010936363,0.269504895,0.507431506,0.167826533,0.096
195,Del Norte County,0.27027027,0.838739496,0.051158817,57297,0.223450181,3.914590747,29.80448259,,10.3107665,22.06710103,27082,26.91508699,0.20895798,0.20533934,0.028875268,0.099106418,0.207665608,0.464293627,0.172862371,0.174
196,El Dorado County,0.333333333,0.938593063,0.03374312,104859,0.157627614,6.106996652,20.72578236,0.063928491,2.55883245,17.52259496,192646,112.8008957,0.19323007,0.23598206,0.009203409,0.013620838,0.140672529,0.49934076,0.183460247,0.112
197,Fresno County,0.283870968,0.876507342,0.063793214,68693,0.279426882,5.209253133,16.7241837,0.088204927,8.098352841,10.83039679,1015190,170.3801385,0.276480265,0.128998513,0.046385406,0.032080694,0.549854707,0.497474364,0.152342222,0.139
198,Glenn County,0.264705882,0.892724868,0.053339554,63247,0.209713607,6.943239021,33.92566769,0.097532989,8.092087961,18.91913345,28339,21.56750391,0.266734888,0.172236141,0.00779844,0.034581319,0.446028441,0.489431526,0.171798436,0.157
199,Humboldt County,0.422764228,0.901291001,0.039868952,57660,0.243377743,8.656738317,33.42796397,0.113054255,8.08530522,20.0272974,135010,37.83886497,0.185164062,0.199896304,0.012858307,0.064187838,0.13225687,0.504207096,0.189621536,0.156
200,Imperial County,0.306818182,0.827113766,0.146677333,55523,0.332522367,4.614931249,20.87439709,0.063922783,4.577511475,6.951886492,178713,42.79998779,0.281093149,0.13755015,0.022634056,0.025896269,0.860670461,0.487205743,0.161264648,0.142
201,Inyo County,0.236842105,0.86675,0.03704152,64332,0.292600313,5.271481286,45.40913632,,,12.83768208,18718,1.835591067,0.201730954,0.247248638,0.009189016,0.138369484,0.24751576,0.494337002,0.171025992,0.131
202,Kern County,0.308724832,0.847108353,0.06933496,65981,0.258613483,4.228085604,41.00414933,0.114799447,11.47212179,13.38473548,916108,112.6176848,0.28419575,0.117730661,0.051288713,0.027999974,0.567516057,0.489014396,0.169074109,0.161
203,Kings County,0.365217391,0.889135034,0.069958192,63683,0.24684285,3.649563682,16.55502914,0.098876667,6.689959031,13.18836713,152981,109.9813355,0.266725933,0.109091979,0.06247181,0.032651114,0.572888136,0.447807244,0.181745312,0.151
204,Lake County,0.316455696,0.784044415,0.049561865,51848,0.232043055,5.52598668,80.95895887,0.122410546,9.671052342,27.30189585,68191,54.33190743,0.217814668,0.239474417,0.01737766,0.046839026,0.247466675,0.498570193,0.164020155,0.163
205,Lassen County,0.326923077,0.874669604,0.04459097,60308,0.211676152,5.428390482,30.93399326,,5.965272934,25.86436655,29904,6.584798721,0.182517389,0.175461477,0.070993847,0.043606207,0.202715356,0.389446228,0.198634643,0.17
206,Los Angeles County,0.190998902,0.863778072,0.049133313,82455,0.25407852,5.940255214,18.81811693,0.070649995,6.27939658,8.260609986,9721138,2394.224056,0.204068804,0.152190618,0.079087243,0.015160674,0.490335185,0.503527262,0.158534197,0.11
